state_id,state_abbr,county_name,latitude,longitude,population,doe_climate_zone,Residential Electricity  consumption (MWh),Residential Natural Gas  consumption (Mcf),Residential Electricity  utility customers,Residential Natural Gas  utility customers,Commercial Electricity  consumption (MWh),Commercial Electricity  consumption (MWh),Commercial Natural Gas  consumption (Mcf),Commercial Natural Gas  consumption (Mcf),Commercial Electricity  utility customers,Commercial Natural Gas  utility customers,Industry Electricity  consumption (MWh),Industry Natural Gas  consumption (Mcf),On Road Transportation Gasoline  consumption (gallons),On Road Transportation Diesel  consumption (gallons),Residential Electricity  GHG emissions mtons CO2e,Commercial Electricity  GHG emissions mtons CO2e,Industry Electricity  GHG emissions mtons CO2e,On-road Transportation Gasoline  GHG emissions mtons CO2e,On-road Transportation Diesel  GHG emissions mtons CO2e
8,CO,Adams County,39.874325,-104.331872,479977,5,1340094.76286816,9725503.02940225,165451.990614588,142571.928657568,1829129.0063475398,1844823.7629542,4036932.12167515,4604903.47950216,22848.7674682702,8946.67747965776,509767.1253851265,2136296.6786111896,200642545,59541605,836881.3074265099,1142280.3197944297,318346.57532896363,2166034.507865032,753511.919894964
8,CO,Alamosa County,37.568442,-105.788041,16353,6,55105.0844704415,348672.102915121,6703.44694522854,3780.85689418562,77844.0416047116,79539.8063267155,194925.000985192,222534.619793723,1615.49335784279,632.65168490929,16289.546664889624,9839.309442959644,7538115,2860714,34412.80155350352,48613.14671067321,10172.726204168552,81377.64208610401,36202.955872795195
8,CO,Arapahoe County,39.644554,-104.331706,617668,5,1894408.28234475,13779941.4218941,241982.677787326,202335.108711591,2343804.38482945,2364618.01135003,5438837.18641484,6233479.43279974,37487.0328733584,14743.2613780833,1257255.5816141914,7867039.590702687,209855359,43958757,1183046.8441911642,1463692.0703502742,785148.7253473251,2265491.3455887665,556307.6000935176
8,CO,Archuleta County,37.202395,-107.050863,12355,6,43977.6389384244,220961.101836135,8932.28327348006,2347.78319587809,33068.5479265952,26311.1350985763,0.084623746653139,0.0504134961899345,1308.75411268276,0.013747564026834,22675.05242595883,19278.698826741842,6437525,2563559,27463.77718359939,20651.113928894476,14160.437042218331,69496.23418724001,32442.394924591197
8,CO,Baca County,37.306693,-102.537758,3648,4,12830.1219565726,77441.4594382834,2224.85092578706,1211.90614458541,28744.6453121704,19029.2777473949,42441.9776042983,25284.2560258848,343.89792340747,164.163799496619,61885.31936913301,183769.27178394678,3342254,1570869,8012.335795177193,17950.862145654923,38647.01841928053,36081.2682975584,19879.6877593992
8,CO,Bent County,37.931891,-103.077584,5816,5,13698.4114786775,89030.53153813051,2184.99690114242,1338.90229746112,8894.3632948831,6719.29669100135,34266.9536331885,20414.0918447899,257.540895200431,133.458148256615,13059.50777105195,0,2890576,1220608,8554.577501225393,5554.47763038563,8155.585888861396,31205.183146009604,15447.0588678144
8,CO,Boulder County,40.09497,-105.397691,313961,5,918667.521033739,7079886.00180491,130563.77743553,107995.109429503,1456407.58826561,1354003.0228594101,3355538.04638063,3837164.01912558,25006.064922087,9792.8036233833,530255.5414713715,1348353.2604756851,102661642,23497426,573702.470448818,909517.9836424185,331141.47082176985,1108282.6885299233,297365.02027195675
8,CO,Broomfield County,39.953302,-105.052038,62449,5,197496.81158086198,1407532.5208964602,25449.7837874513,21923.1644478594,332871.485310172,340156.234703155,689450.806155914,786682.596930961,3725.17772177673,1468.18644946771,120024.34424253766,389106.4682456257,31471961,5000141,123335.59869647773,207876.28722252345,74954.49793246183,339755.2276671056,63277.86838556879
8,CO,Chaffee County,38.738224,-106.316685,18507,6,68659.829181718,403200.51343359397,10310.2361755685,4782.31227114841,49928.1002916523,47957.003612831504,162969.03737146102,175031.96545354102,2184.66506830639,855.448511465782,21009.86555630247,98007.39909977668,9137934,3514506,42877.66000241432,31179.80534449013,13120.537623758642,98648.47146248641,44476.835374900795
8,CO,Cheyenne County,38.835386,-102.604585,2071,5,7278.04823250488,42807.9759542983,920.627969291197,563.322075108329,17773.3442237329,5448.0970299072,41040.3901075131,19560.3819711371,400.650349249699,153.827996583344,38343.2774409339,7755.78793579499,2754066,1501524,4545.09836848837,11099.349063542559,23945.151525782883,29731.490860713602,19002.111750403197
8,CO,Clear Creek County,39.689403,-105.670783,9238,7,38305.676268139105,260307.47589346298,5659.27149953896,3117.45174109043,40461.7672925718,40656.4031647999,64908.7012187417,74125.683196695,1131.52699365233,443.125364903265,119606.472219227,114646.13999214633,24045699,12620499,23921.66981424934,25268.135993697662,74693.53930856816,259585.09347923042,159715.1509691832
8,CO,Conejos County,37.213406,-106.176447,8213,6,26528.479314066,170400.62528909798,4275.34049197732,1383.65332200063,10555.2677430248,10699.3369915897,30075.8377039597,34470.073165664304,456.700653904924,141.218981828501,19970.900201948967,2544.5548810509335,3257990,1345351,16566.87949804103,6591.702701765213,12471.709863055165,35171.59716190401,17025.708577096797
8,CO,Costilla County,37.277547,-105.42894,3590,6,13200.7103811977,51585.2538837173,2677.19410550373,122.158204194736,4681.512320285679,4783.49499326507,16722.6127582093,19165.8729831706,248.79960996313,97.4156391086325,8326.935152570743,173.680596191175,4191705,1764383,8243.766089445044,2923.576943878735,5200.122088697956,45251.507733768005,22328.6493832344
8,CO,Crowley County,38.30618,-103.772736,5537,5,11406.9268128535,61819.0059226015,1553.31061207817,792.214097302636,6463.15265232969,4757.790144755129,0,0,213.636591714614,0,8879.93437265706,0,1393059,597792,7123.558788057528,4036.2008655285813,5545.466853213843,15038.753946686402,7565.1873613056
8,CO,Custer County,38.101994,-105.373515,4375,6,17401.8893153706,49053.0715423335,4229.50836541248,79.8261532361647,7715.63982180321,7662.36812719523,3798.7097070515397,4079.8892656962403,453.292440523105,26.2991567453804,15220.160412390855,3449.6892006289736,2071135,814997,10867.377655270726,4818.371745504664,9504.900771271796,22358.916352696004,10313.963726349599
8,CO,Delta County,38.861756,-107.864757,30221,5,106590.472360734,718093.736484334,14447.0839336822,7774.58353033434,45096.174244521295,53103.9952470867,223923.266323255,254662.177857813,2147.41785720195,804.720600592919,116440.10517445595,129533.57872891934,10289569,3740690,66565.12385552564,28162.295911756806,72716.16168898194,111080.93512798242,47339.242931591994
8,CO,Denver County,39.76185,-104.881105,663303,5,1877509.22760905,14606880.18073,298245.600726935,230993.907209226,3873848.89706652,4180770.72806893,9860621.31363535,11301309.0935508,51804.8502936929,20603.9947458483,2158682.550555835,18103627.912070323,276305944,56136244,1172493.483777147,2419195.880454851,1348084.5722890806,2982857.944870183,710416.3381576991
8,CO,Dolores County,37.747602,-108.530383,1789,6,5631.91087322023,24483.1093272776,1373.96749962398,275.763074815841,7340.73647327039,3266.56663134045,19675.3472374291,11721.332158164101,170.410691755568,66.7157269787671,27682.95781963439,675.1482623448986,1892568,895126,3517.0952573551826,4584.246806603168,17287.844543130854,20431.198161292803,11328.013593316799
8,CO,Douglas County,39.325414,-104.925987,314238,5,1126010.37428192,8493458.88567072,117746.723111358,118319.127785446,1030054.69000699,938681.524902924,2491448.00074163,2702863.392842,15046.7974223266,8123.96160262399,498048.86900399136,1716656.4261687598,128611486,45458674,703186.8643289185,643263.1031621053,311028.59305432637,1388423.9595535458,575289.3749105232
8,CO,Eagle County,39.626992,-106.695169,52894,6,152787.72222541698,1376047.4681430198,31439.8436946613,13462.8016944272,249530.699918305,221548.78597967402,549374.099314933,629342.3557251281,4219.53371387799,1458.84344478928,78448.29483396445,653579.9692155531,37699795,16319219,95415.03502413501,155830.45630574404,48990.49930283729,406987.74484463205,206523.25445167918
8,CO,Elbert County,39.310582,-104.117729,24225,5,99703.7790289313,367519.922468526,9101.66287821979,4489.37592681752,43361.697615112294,36670.5832336812,138243.045497297,138714.942364003,1545.73458348072,1110.19036088414,69302.65526417778,6622.580130127067,10370428,5864160,62264.42432362883,27079.1254453535,43279.101114821475,111953.84762154882,74212.21614988799
8,CO,El Paso County,38.827383,-104.527472,665171,5,2077167.48980061,17402779.9348489,264511.161564302,259925.119112302,1390005.49667893,2311692.38793896,8795312.27835957,6655290.15639822,37871.952232261,28446.0263763438,679818.2402214078,1015772.3784967796,231504255,60764509,1297178.8956832127,868050.2675057033,424542.49762996257,2499201.777208248,768988.0351405512
8,CO,Fremont County,38.45517,-105.424958,46835,5,118624.737031502,990814.09079985,19209.6398778589,13702.0359423568,140602.116055345,107173.799587042,505731.379422629,345453.223624753,2704.50784140729,1453.97865201765,163605.7422803981,150928.1414722083,14941518,5678802,74080.45145074274,87805.19555161282,102170.82500125731,161301.00217721282,71866.47047427359
8,CO,Garfield County,39.599352,-107.90978,57495,5,163998.59909040702,1419828.63319691,23300.6555084891,17269.0578167569,176532.259081874,158686.64702261297,450861.879327784,507872.193760517,5866.25696963608,1906.41901613755,108700.46530240205,3127639.0774434167,35544920,17366169,102416.16177138842,110243.35881083403,67882.80205307681,383724.81419283204,219772.63368043918
8,CO,Gilpin County,39.861156,-105.528878,5708,5,22168.8934588021,160106.115041799,3444.38407991306,1639.79759268175,46846.1708405324,47384.033889478495,103736.98846624,117809.07056717301,528.27314391399,206.880817672661,2030.324549164545,349.789952032035,2746166,1075156,13844.343740507959,29255.158506135736,1267.925754420792,29646.206492873604,13606.332273820799
8,CO,Grand County,40.123205,-106.095935,14490,7,51977.9410347808,367378.578308743,16209.6281735914,3513.56022956149,72672.8878002589,65676.744588951,91442.98721206411,104803.280650492,1760.39100963253,518.389407121988,78337.73377960746,146083.67662750292,11226773,4364867,32459.91884739939,45383.79153618417,48921.45457384909,121198.51116306082,55238.338188165595
8,CO,Gunnison County,38.67264,-107.066506,15889,7,51474.090762673,284220.395876897,11537.7401346234,3906.64355989109,75327.00677837759,74239.3224127464,171876.65419846002,133409.945578152,2130.97416008288,828.803730309346,72920.38425255026,44307.26531583889,9456688,3818879,32145.267312185333,47041.27324719359,45538.35161679646,102089.57695444481,48328.7416779672
8,CO,Hinsdale County,37.821165,-107.338261,856,7,3705.61548234862,9975.27493513389,1462.6427044583,39.9130766180823,3724.44498109348,3779.0850863001597,0.031313066021438,0.018654351727505,156.777836415123,0.00613968878868317,571.7502400547501,0,715246,258336,2314.135101200247,2325.8940125581703,357.0546663389313,7721.430754441601,3269.2980872447997
8,CO,Huerfano County,37.687815,-104.959928,6521,5,23471.729982209,128352.957267901,5106.29690759457,1535.47435851224,18365.1410532185,16454.488970104598,15280.0506090109,16942.446704270402,636.23760241121,195.90973656647,22012.087604107022,91363.35609973164,8913439,4821176,14657.95749625326,11468.92270722338,13746.419405359833,96224.93802473441,61013.027510956796
8,CO,Jackson County,40.663432,-106.329248,1306,7,5755.020119041999,32204.8012801976,1283.29959355742,147.55743476988,6840.44005812047,6174.67990764965,6967.471096689979,7483.20159439038,227.769889404209,46.961478508422,12948.40155700717,1478.8617884167002,2336671,1281311,3593.976258202546,4271.814634183244,8086.200710850552,25225.507479121603,16215.2684932248
8,CO,Jefferson County,39.579511,-105.245462,558810,5,1787062.53947597,14336929.2802766,232984.635371497,211231.665220189,1851114.74928269,1939699.8904193102,4973611.73662702,5696507.255337751,37859.205351477,14912.1077711224,2026327.8455697699,7030114.506611393,207753567,56113916,1116010.058339974,1156010.28710878,1265429.836503291,2242801.4719114034,710133.7724769887
8,CO,Kiowa County,38.387663,-102.756849,1465,5,4737.24353059117,35951.4182720503,813.022102750667,485.919041887337,4675.31099244297,2532.7916187760698,19746.9466599929,9411.65077674108,167.002477920457,109.229247032575,37593.7851524646,92232.23508802438,2261955,1219385,2958.3807573382387,2919.7042510688034,23477.097994301406,24418.911678168002,15431.581537667998
8,CO,Kit Carson County,39.30534,-102.603023,8174,5,34134.1533535436,263018.841974878,3489.21985835067,2845.27816599617,63605.190716209,29451.605119798398,250394.471140124,100355.15734488801,1701.31235431235,648.758652511701,65317.01446912747,6334.068124498608,9930931,6989010,21316.578258444355,39721.06797266122,40790.09185076372,107209.26232881761,88447.436767368
8,CO,Lake County,39.205341,-106.350079,7401,7,26655.1639434946,219374.01050481098,4531.40260209563,2455.25895559718,25003.748048480298,25532.7088751778,45602.6837958524,51888.2072626532,719.133119208501,281.624855306989,5682.9637682332705,752.2784663536424,3095100,1216642,16645.993304948344,15614.693779259162,3548.9774903959105,33413.11986096,15396.868277985599
8,CO,La Plata County,37.287367,-107.839718,53994,5,171218.803478052,858442.3894595931,26484.9920775958,11891.677857848,239691.595376869,162709.964155729,817722.959040061,487138.368513556,4832.84721818793,1892.53984921625,154772.79818672777,6306968.798947425,22522352,7808095,106925.1369985481,149685.99331648514,96654.7033012404,243139.81678353922,98813.13501999599
8,CO,Larimer County,40.658093,-105.486764,325228,5,978911.634507461,7035156.70237484,139178.332275229,110947.467608525,1251606.04001579,1223890.14734498,3096140.54270389,3515514.12145732,24288.6275311911,8906.11203161763,532939.5177418679,2439893.7823986625,119761166,33478606,611324.5654271861,781620.6198056607,332817.5982364814,1292880.4220368736,423679.0170917808
8,CO,Las Animas County,37.318831,-104.04411,14322,4,50163.652599564404,313089.12701679405,8272.69916344121,3955.02304574902,47077.1025759181,55659.7340820978,89169.1526595441,27551.9636099219,1243.36943125289,520,93118.02493949242,50028.69299592983,10297069,5234020,31326.906377099873,29399.374018344904,58151.65958081092,111161.90129998242,66237.657835536
8,CO,Lincoln County,38.99374,-103.507555,5515,5,15346.8986015628,86685.8644188289,1965.79976559689,1235.58175252768,25272.6086238344,14062.0081298312,41724.0888582064,41866.5153124814,726.450465713322,271.528796776413,37558.020501438805,4249.065295191986,8358539,5294313,9584.048025924205,15782.595629227006,23454.763179824506,90234.52084569441,67000.6788220584
8,CO,Logan County,40.728091,-103.090464,21862,5,83675.32177450339,448086.384588706,5159.862124183,5941.00097999994,54395.6662534593,54881.2373470167,161485.584782915,184560.203056425,1121.71298873994,743.321577415354,111655.0002946203,1030163.1138591551,11986375,6183041,52254.74692260221,33969.77404426263,69727.89180018766,129398.78665420001,78247.7243382888
8,CO,Mesa County,39.019421,-108.461893,148166,5,469532.869033242,3603606.19081245,63984.6402163543,54059.2385612669,421884.188254326,418507.87576963,1125447.37961776,1289881.06337672,10769.9557189519,4217.6680225046,386654.5658573577,1703978.853410547,48310742,18318087,293220.51858128037,263464.19733272796,241463.50509166915,521538.1128292832,231819.3623462616
8,CO,Mineral County,37.549067,-107.003236,793,7,3978.59629359332,11140.128560989198,1286.28864540577,18.1423075536738,3134.56296967783,3183.86214287658,0.0263811168986481,0.0157162071978159,109.062842723564,0.00427108785299699,74963.82860184115,161616.62543949432,1828660,828281,2484.610014278681,1957.5161615140087,46814.47060932783,19741.280011936004,10482.075626320799
8,CO,Moffat County,40.616358,-108.211099,13034,6,47033.6198820617,289745.20550077804,6139.51249650688,3786.90433003684,41355.8182253663,31775.268181337502,102714.494619304,115741.760039258,1598.24973242953,528.142302762811,59260.384736558095,303885.5942951985,6637751,2999937,29372.219331457625,25826.46554939384,37007.76216062852,71657.77188788961,37964.8531213416
8,CO,Montezuma County,37.338025,-108.595786,26006,5,83976.986503442,388051.447848809,11959.1964452405,4735.14227150886,166852.396759141,59242.244637765696,308715.092407435,183913.00019661998,2419.83182292907,947.644414067818,144682.67102263193,361283.257655719,13500193,5760490,52443.13477378542,104198.34165173453,90353.47815868753,145741.1931294928,72900.249824232
8,CO,Montrose County,38.407507,-108.266282,40866,5,148991.81292251,934004.647822768,18284.0301578504,10890.4599300255,90337.2005013883,129603.164693309,44978.6772020754,50921.893262387995,3729.86324800843,244.891164020045,137379.15438886257,74897.76379094862,11919646,3844028,93044.51196240004,56415.05105433382,85792.47492321598,128678.41442868162,48647.00772527039
8,CO,Morgan County,40.263167,-103.812285,28288,5,119183.724326771,558599.7027353621,9569.26094988144,6693.30200013538,193197.710895106,58092.3384586322,151350.032113557,161773.49933837802,2297.90927528031,966.33362674057,178622.3055371764,644076.7725730048,15436641,8160320,74429.53573303505,120650.83557200036,111548.58054481949,166646.09737443362,103270.618757376
8,CO,Otero County,37.88417,-103.72126,18440,4,63592.5458701971,413849.861157157,8862.53873035194,6123.38795284786,108044.13470126501,82144.83172442991,0.07984553309993081,0.0475669376258625,1573.57486967463,0.0104107766416801,79437.92601019252,86289.65889514095,6796076,2356135,39713.17134060514,67472.92744808394,49608.51815910026,73366.9677788096,29817.399235068
8,CO,Ouray County,38.154731,-107.78848,4651,6,20096.0239241215,100572.702649261,3167.39860546541,967.589735228346,12609.8958542082,13910.4674677891,69.85926234831099,75.0302277731971,719.133119208501,17.3480910869105,60485.936978994185,58186.523383688764,3753989,1544352,12549.848892550142,7874.805887902795,37773.112336890874,40526.1492080144,19544.1093755136
8,CO,Park County,39.118914,-105.717648,16440,7,71049.7491537035,387095.53874507395,14113.3064772833,3820.00997529179,37940.8159213577,34536.041816545,62144.8854966977,69676.1032261625,1167.73562229749,461.784679806218,12971.1322819439,5319.6638029501355,9897238,4516844,44370.15098605136,23693.816670947002,8100.395915048715,106845.52989772482,57161.6400717792
8,CO,Phillips County,40.594712,-102.345105,4347,5,18779.7850340156,83499.9316958789,968.388153310104,1058.47945729626,9901.01787241355,12073.847647241499,0.024860214673093,0.028492420631157197,294.859335038363,0.00814176121977552,56455.313452272436,182101.99420749847,2012450,809694,11727.865437529497,6183.127500763077,35256.01162114186,21725.383045520004,10246.853111659198
8,CO,Pitkin County,39.217332,-106.915783,17543,7,61841.5705040778,467527.323974671,13021.306207241,4941.96457974339,160750.87052338,143841.642301946,257862.301853296,283400.492838961,3231.24402425972,1117.15641654952,77591.88924062523,243755.93662118432,9866688,3031227,38619.69751004314,100387.9743590872,48455.67904049468,106515.72769044481,38360.8348550136
8,CO,Prowers County,37.958181,-102.392161,12121,5,41194.7215347431,286085.134193248,5861.53067461051,4448.49381216081,40499.151062124605,31419.411160483698,179529.770098614,106952.525015749,925.879912663755,508.526397497454,38862.76619708567,3850.3570571358505,6353859,2455996,25725.861612413828,25291.48193818365,24269.56920241881,68593.0187543664,31081.161839932796
8,CO,Pueblo County,38.170658,-104.489892,162158,5,477923.828081826,3495814.6979804602,69830.2292811069,49558.0616029756,751272.6643749321,579433.0647621041,517.519692515938,209.59250266650102,9345.1175935493,39.3547418977863,641183.9650904236,1655485.227588742,60222693,20857368,298460.62321694946,469165.36577626003,400415.6197561218,650133.4559654929,263954.5139173824
8,CO,Rio Blanco County,39.972622,-108.200716,6658,6,18241.401963615,151230.46391106298,3332.79281090806,1874.73999207014,20526.4981498916,18320.8466831066,55292.7253018014,59354.50169397661,965.126650017838,357.499337181298,95737.46380557417,3382623.789960618,5435196,2556990,11391.648372634154,12818.677517851873,59787.48376557119,58675.6018919616,32359.262805431998
8,CO,Rio Grande County,37.485853,-106.453128,11623,7,42266.8192878871,244166.977293497,6593.84837745578,2221.01170660569,47222.26496972219,48046.677549569504,64163.9718211097,72085.0875462312,1312.16232597597,368.289165136469,23373.75624518336,7869.950386344333,5262155,2102609,26395.380361535634,29490.027080562628,14596.773472998073,56807.539576088006,26608.972740631198
8,CO,Routt County,40.483664,-106.987702,23980,7,95953.3713924724,473765.239767725,16345.1318573832,5296.3443185025,147792.780343653,123316.358733947,186946.20904129898,200783.921475854,2725.51765965037,942.306355080544,73114.46527120729,104885.64013933657,12652053,4127591,59922.316785304785,92295.72316026101,45659.55407287706,136585.10658014883,52235.55896672879
8,CO,Saguache County,38.031651,-106.234666,6255,6,23066.9006877121,106346.642113372,3910.67617085882,780.907250003879,7185.45601386015,7298.72613323546,40898.063478206,43934.4749382933,453.292440069813,177.495733450922,21218.481753916076,24663.489483227993,4134051,1912381,14405.143979888187,4487.275071849947,13250.817213715072,44629.1045763696,24201.5961592008
8,CO,San Juan County,37.781074,-107.670257,552,7,2309.84619489669,6148.08184567679,738.295806541966,22.9802562346534,6786.02221865089,4134.00936126159,0.23058463488854,0.137367796536572,143.144981074677,0.0392406196494099,54303.30698743092,56263.015906515044,1012118,403022,1442.485380214465,4237.831013095764,33912.09622516471,10926.309342972801,5100.3307851696
8,CO,San Miguel County,38.009374,-108.427326,7767,6,31225.8182038103,151840.233400898,6681.52723167399,1748.91844817415,40795.269000660504,28645.8861840237,124914.271934161,74416.0524826833,947.483446160963,370.836668950482,11987.680658832274,2594.732575664532,4173895,1713756,19500.34004157824,25476.405851343323,7486.2361534070305,45059.240063992,21687.953722300797
8,CO,Sedgwick County,40.871568,-102.355358,2367,5,10852.5136694667,53066.0685643484,649.401393728223,647.075636081032,6286.4548229629,7666.04997100345,0,0,180.191815856777,0,27074.50474728096,2557.61085332743,3586400,2357212,6777.331036746158,3925.8541090474105,16907.869173621177,38716.943901440005,29831.028903561597
8,CO,Summit County,39.621023,-106.137555,29269,7,81760.8470916308,665121.954587721,30278.0988811482,6742.89097602158,178668.310049206,177713.318135866,232988.902687214,267029.786550509,2760.75310105112,1051.75538380051,3124.125623600877,1852.2659953215668,24205595,10148135,51059.168729155455,111577.31009234226,1950.99810020001,261311.24908431203,128426.84854066798
8,CO,Teller County,38.870023,-105.187339,23472,5,95572.1423314268,660370.429649743,12767.2367949106,7794.77212325469,81481.7779576639,60775.0269853235,252723.882911048,255773.298725144,1844.63229579807,1320.08154324234,74539.16420380955,148669.83199734284,8860929,3138110,59684.241476097566,50884.89169430103,46549.270187320704,95658.06686583841,39713.462392247995
8,CO,Washington County,39.96579,-103.209744,4814,5,22450.1733845466,79922.2359867435,2426.11375024249,963.961274685201,15135.976353538099,7182.34525617492,14121.6274151859,16184.870227425801,436.251370894256,93.8528844817559,72893.40725138514,92321.88207021402,5942544,3345063,14020.001401840858,9452.328321032248,45521.50463803715,64152.671949542404,42332.4974746584
8,CO,Weld County,40.555961,-104.383666,278065,5,816769.114798206,6129087.54796408,100566.649432542,87702.3336854433,659390.114802804,642594.917523891,1779659.70950952,1911389.68369753,15333.5540437843,6006.21041934552,1327702.4948584721,11722180.660052784,129146013,41926368,510067.5143263456,411785.2533049387,829142.4088491206,1394194.4402229649,530587.2766765824
8,CO,Yuma County,40.000631,-102.422649,10150,5,35662.8863174121,256563.509122168,4427.78213539219,3453.59919675253,65243.9742580503,30107.328902414298,22.1993088410155,25.4427426929571,1243.99804981565,6.18400132515802,112482.3163490041,1102050.8229575658,5185340,2389929,22271.263014297052,40744.47866799883,70244.54581633037,55978.28404246401,30245.0696316072
